Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-health.gov.il.fhir.core.json	66918	-	0	0	0	0	0	0	6	97	0	0	0	0	0	0	0	1	0	0	258	490	1	0	0	8	0	6
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-aspirin-intolerance.json	2047	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	23	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-cat-dander-allergy.json	1992	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	40	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-latex-allergy.json	2010	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	1	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-no-known-allergy.json	953	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-penut-allergy-resolved.json	2327	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-city-symbol.json	173511	208	2	0	0	0	0	0	10	368	0	0	2	0	0	0	0	2	0	0	604	56079	0	0	0	24	0	3
fsh-generated/resources/CodeSystem-department-type-moh.json	298221	184	1	0	0	0	0	0	8	271	0	0	1	0	0	0	0	1	0	0	936	504	0	0	0	41	0	4
fsh-generated/resources/CodeSystem-hebrew-date-day.json	2170	5	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	19	112	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-hebrew-date-month.json	1296	3	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	15	104	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-icd9il.json	19272	14	0	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	64	141	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-il-core-coverage-class.json	962	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	83	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-coverage-type.json	747	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	10	108	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-encounter-class.json	771	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	11	93	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-error-code.json	1288	2	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	11	95	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-medication-category.json	2246	3	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	17	107	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-medication-course-of-therapy-type.json	708	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	22	83	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-not-performed-reason.json	1849	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	15	89	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-il-core-premium-type.json	1050	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	12	95	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-religion-code.json	1206	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	11	145	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-urn.json	24371	22	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	125	132	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-institution-type-moh.json	18246	9	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	64	97	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-medical-service-moh.json	428518	221	2	0	0	0	0	0	9	370	0	0	1	0	0	0	0	1	0	0	1209	451	0	0	0	67	0	3
fsh-generated/resources/CodeSystem-moh-medication-code.json	414	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	8	78	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-moh-tofes17-issue-code.json	3101	4	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	13	90	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-patient-admit-source-moh.json	4622	6	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0	1	0	0	27	123	0	0	0	1	0	0
