Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-health.gov.il.fhir.core.json	66918	-	0	0	0	0	0	0	4	78	0	0	0	0	0	0	0	0	0	0	249	187	0	0	0	7	0	17
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-aspirin-intolerance.json	2047	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-cat-dander-allergy.json	1992	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-latex-allergy.json	2010	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-no-known-allergy.json	953	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-allergyIntolerance-penut-allergy-resolved.json	2327	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-city-symbol.json	173511	176	1	0	0	0	0	0	9	298	0	0	1	0	0	0	0	3	0	0	636	55626	0	0	0	23	0	11
fsh-generated/resources/CodeSystem-department-type-moh.json	298221	194	2	0	0	0	0	0	11	287	0	0	1	0	0	0	0	3	0	0	859	543	0	0	0	38	0	11
fsh-generated/resources/CodeSystem-hebrew-date-day.json	2170	3	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	19	98	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-hebrew-date-month.json	1296	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	15	75	0	0	0	1	0	0
